Player,Assists_Line,Assists_Over,Assists_Under,PointsReboundsAssists_Line,PointsReboundsAssists_Over,PointsReboundsAssists_Under,Points_Line,Points_Over,Points_Under,Rebounds_Line,Rebounds_Over,Rebounds_Under,Threes_Line,Threes_Over,Threes_Under
Jalen Brunson,7.5,-127,-102,,,,44.5,-114,-114,4.5,118,-154,2.5,-175,135
Josh Hart,3.5,-164,125,,,,24.5,-127,-102,8.5,100,-130,1.5,152,-200
Donte DiVincenzo,3.5,110,-143,,,,25.5,-108,-120,3.5,-147,114,3.5,-123,-105
Miles Bridges,3.5,-159,122,,,,37.5,-103,-125,7.5,100,-130,2.5,-118,-110
Brandon Miller,2.5,-152,117,,,,26.5,-111,-116,3.5,-147,113,2.5,-119,-109
Cody Martin,3.5,-125,-103,,,,16.5,-114,-114,3.5,-118,-110,0.5,-182,136
Ish Smith,4.5,-149,115,,,,10.5,-123,-105,1.5,-164,125,,,
P.J. Washington,2.5,-149,115,,,,24.5,-103,-125,4.5,-139,107,2.5,-108,-120
Isaiah Hartenstein,2.5,105,-135,,,,22.5,-105,-123,10.5,-108,-120,,,
Nick Richards,,,,,,,22.5,-103,-125,8.5,-125,-103,,,
Miles McBride,,,,,,,11.5,104,-135,1.5,100,-130,1.5,109,-141
Quentin Grimes,,,,,,,16.5,-118,-110,2.5,-112,-115,2.5,-112,-115
Kawhi Leonard,3.5,100,-130,,,,34.5,100,-130,6.5,109,-141,1.5,-161,124
Paul George,2.5,120,-156,,,,26.5,-120,-108,4.5,-115,-112,2.5,-139,107
Jarrett Allen,3.5,130,-169,,,,30.5,-114,-114,11.5,100,-130,,,
Donovan Mitchell,7.5,115,-149,,,,41.5,-109,-119,4.5,-118,-110,3.5,113,-147
Max Strus,3.5,-105,-123,,,,18.5,-119,-109,3.5,-156,120,2.5,117,-152
James Harden,8.5,-123,-105,,,,31.5,-103,-125,4.5,-118,-110,2.5,-115,-112
Russell Westbrook,4.5,130,-169,,,,19.5,-114,-114,4.5,-145,111,0.5,-108,-120
Caris LeVert,4.5,113,-147,,,,20.5,-112,-115,3.5,126,-164,1.5,-103,-125
Evan Mobley,2.5,152,-200,,,,18.5,-109,-119,5.5,-135,105,,,
Terance Mann,,,,,,,12.5,-118,-110,2.5,-145,112,0.5,-213,160
Isaac Okoro,,,,,,,11.5,-130,100,2.5,-110,-118,0.5,-147,114
Mason Plumlee,,,,,,,16.5,110,-143,7.5,120,-156,,,
Norman Powell,,,,,,,16.5,105,-135,2.5,-108,-120,1.5,-143,110
Georges Niang,,,,,,,13.5,100,-130,3.5,128,-167,1.5,-145,111
Sam Merrill,,,,,,,12.5,-112,-115,2.5,115,-149,2.5,134,-175
Daniel Theis,,,,,,,10.5,-130,100,4.5,105,-135,0.5,186,-250
Jaylen Brown,3.5,-105,-123,,,,33.5,-122,-106,5.5,-105,-123,2.5,126,-164
Brandon Ingram,5.5,-130,100,,,,29.5,-122,-106,4.5,-167,128,0.5,-233,176
Zion Williamson,4.5,-111,-116,,,,30.5,-128,-101,4.5,-159,122,,,
Jayson Tatum,4.5,115,-149,,,,42.5,-114,-114,8.5,100,-130,2.5,-147,114
CJ McCollum,4.5,-114,-114,,,,25.5,-114,-114,3.5,-161,123,2.5,-132,102
Jrue Holiday,4.5,-143,110,,,,24.5,-114,-114,5.5,104,-135,2.5,128,-167
Derrick White,3.5,-179,137,,,,24.5,-123,-105,3.5,-143,110,2.5,-139,107
Payton Pritchard,3.5,134,-175,,,,14.5,-118,-110,3.5,118,-154,1.5,-143,110
Al Horford,3.5,126,-164,,,,18.5,-125,-103,7.5,-103,-125,1.5,-161,123
Herbert Jones,,,,,,,13.5,-130,100,2.5,-169,130,1.5,134,-175
Jonas Valanciunas,,,,,,,22.5,-108,-120,8.5,-127,-102,0.5,100,-130
Trey Murphy III,,,,,,,15.5,-118,-110,2.5,-145,111,2.5,120,-156
Jordan Hawkins,,,,,,,10.5,-118,-110,1.5,-175,135,1.5,-108,-120
Sam Hauser,,,,,,,10.5,-103,-125,3.5,122,-159,1.5,-135,105
Larry Nance Jr.,,,,,,,13.5,-108,-120,5.5,-105,-123,0.5,104,-135
Nicolas Claxton,1.5,-192,145,,,,28.5,-114,-114,11.5,-123,-105,,,
Cameron Thomas,2.5,-156,120,,,,28.5,-115,-112,2.5,-145,112,1.5,-185,142
Spencer Dinwiddie,5.5,-123,-105,,,,20.5,-125,-103,2.5,-127,-102,1.5,-167,127
Collin Sexton,5.5,102,-132,,,,28.5,-123,-105,2.5,-147,113,1.5,100,-130
Cameron Johnson,2.5,-109,-119,,,,19.5,-125,-103,3.5,-143,110,2.5,100,-130
Kris Dunn,4.5,-122,-106,,,,12.5,100,-130,2.5,-152,117,0.5,186,-250
Mikal Bridges,3.5,100,-130,,,,31.5,-110,-118,4.5,-130,100,2.5,-114,-114
Kelly Olynyk,3.5,-105,-123,,,,15.5,-101,-128,4.5,103,-133,0.5,100,-130
Ben Simmons,3.5,-114,-114,,,,12.5,-118,-110,4.5,-130,100,,,
Dennis Smith Jr.,3.5,-149,115,,,,14.5,-102,-127,2.5,-130,100,0.5,115,-149
Royce O'Neale,2.5,112,-145,,,,13.5,112,-145,3.5,-139,107,1.5,-108,-120
Lauri Markkanen,,,,,,,35.5,-110,-118,8.5,-143,110,3.5,117,-152
John Collins,,,,,,,23.5,-108,-120,7.5,-139,107,0.5,-204,155
Simone Fontecchio,,,,,,,14.5,-102,-127,3.5,-141,108,1.5,-143,110
Lonnie Walker IV,,,,,,,11.5,-118,-110,1.5,100,-130,1.5,-118,-110
Bam Adebayo,3.5,-143,110,,,,34.5,-112,-115,10.5,102,-132,,,
Jimmy Butler III,4.5,-114,-114,,,,30.5,-103,-125,4.5,-135,105,0.5,-185,140
